code_stop,line_salida,trayect_salida,time_salida,time
30,24,3,8:00,8:29
31,24,3,8:00,8:29
32,241,5,7:45,8:29
37,50,1,8:00,8:29
50,1,3,7:38,8:29
53,1,1,7:50,8:29
53,1,3,7:38,8:29
54,1,3,7:38,8:29
54,1,1,7:50,8:29
93,7,2,8:15,8:29
95,7,2,8:15,8:29
109,55,2,7:35,8:29
115,24,4,8:00,8:29
116,24,4,8:00,8:29
129,1,2,7:45,8:29
199,1,4,7:45,8:29
200,55,2,8:20,8:29
218,9,2,7:55,8:29
295,12,2,8:10,8:29
348,5,2,8:20,8:29
617,12,1,7:45,8:29
631,9,2,7:55,8:29
702,12,1,8:15,8:29
711,12,5,8:12,8:29
729,50,2,8:00,8:29
779,15,1,7:45,8:29
780,15,1,7:45,8:29
784,14,1,7:45,8:29
857,15,2,7:40,8:29
860,15,2,7:40,8:29
860,14,6,7:30,8:29
881,55,2,8:20,8:29
883,55,2,8:20,8:29
892,24,7,7:50,8:29
997,50,2,8:00,8:29
1053,60,1,8:25,8:29
32,1,5,8:00,8:30
34,241,5,7:45,8:30
60,1,1,7:50,8:30
96,7,2,8:15,8:30
97,7,2,8:15,8:30
109,12,2,8:10,8:30
119,12,2,7:40,8:30
130,1,2,7:45,8:30
140,24,5,8:30,8:30
197,1,2,7:45,8:30
201,1,4,7:45,8:30
349,5,2,8:20,8:30
422,12,1,7:45,8:30
548,8,2,7:30,8:30
611,9,1,8:00,8:30
635,9,2,7:55,8:30
667,24,3,8:00,8:30
703,12,1,8:15,8:30
730,50,2,8:00,8:30
751,4,3,7:50,8:30
784,15,1,7:45,8:30
789,14,1,7:45,8:30
843,55,2,8:20,8:30
1088,14,6,7:30,8:30
22,7,1,8:15,8:31
23,7,1,8:15,8:31
28,24,3,8:00,8:31
32,24,3,8:00,8:31
38,50,1,8:00,8:31
55,1,1,7:50,8:31
55,1,3,7:38,8:31
61,1,3,7:38,8:31
78,24,2,8:30,8:31
98,7,2,8:15,8:31
103,7,2,8:15,8:31
110,55,2,7:35,8:31
111,55,2,7:35,8:31
117,24,4,8:00,8:31
137,7,4,7:30,8:31
156,12,1,7:45,8:31
157,12,1,7:45,8:31
159,12,1,7:45,8:31
202,1,4,7:45,8:31
253,15,2,7:40,8:31
253,14,6,7:30,8:31
254,15,2,7:40,8:31
274,14,6,7:30,8:31
281,14,6,7:30,8:31
351,5,2,8:20,8:31
544,8,2,7:30,8:31
612,9,1,8:00,8:31
665,55,2,8:20,8:31
704,12,1,8:15,8:31
712,12,5,8:12,8:31
714,12,5,8:12,8:31
731,50,2,8:00,8:31
752,4,3,7:50,8:31
782,15,1,7:45,8:31
790,14,1,7:45,8:31
844,55,2,8:20,8:31
861,15,2,7:40,8:31
866,14,6,7:30,8:31
871,9,2,7:55,8:31
1049,60,1,8:25,8:31
29,9,1,8:30,8:32
33,24,3,8:00,8:32
33,1,5,8:00,8:32
35,241,5,7:45,8:32
36,241,5,7:45,8:32
39,50,1,8:00,8:32
40,50,1,8:00,8:32
57,1,1,7:50,8:32
62,1,1,7:50,8:32
105,7,2,8:15,8:32
108,9,1,8:00,8:32
118,24,4,8:00,8:32
119,24,4,8:00,8:32
141,24,5,8:30,8:32
143,12,2,8:10,8:32
158,12,1,7:45,8:32
249,15,2,7:40,8:32
275,15,2,7:40,8:32
348,14,1,7:45,8:32
349,14,1,7:45,8:32
350,5,2,8:20,8:32
353,5,2,8:20,8:32
668,14,6,7:30,8:32
732,50,2,8:00,8:32
733,50,2,8:00,8:32
750,24,7,7:50,8:32
846,55,2,8:20,8:32
872,9,2,7:55,8:32
1047,60,1,8:25,8:32
1051,60,1,8:25,8:32
9,24,5,8:30,8:33
34,1,5,8:00,8:33
34,24,3,8:00,8:33
42,50,1,8:00,8:33
60,1,3,7:38,8:33
64,1,3,7:38,8:33
65,1,1,7:50,8:33
104,7,2,8:15,8:33
106,7,2,8:15,8:33
112,55,2,7:35,8:33
136,1,4,7:45,8:33
174,24,5,8:30,8:33
199,1,2,7:45,8:33
201,1,2,7:45,8:33
280,15,2,7:40,8:33
348,15,1,7:45,8:33
355,5,2,8:20,8:33
542,8,2,7:30,8:33
547,8,2,7:30,8:33
670,14,6,7:30,8:33
707,12,1,8:15,8:33
735,50,2,8:00,8:33
753,4,3,7:50,8:33
789,15,1,7:45,8:33
790,15,1,7:45,8:33
849,55,2,8:20,8:33
865,14,6,7:30,8:33
874,9,2,7:55,8:33
1044,60,1,8:25,8:33
25,7,1,8:15,8:34
35,1,5,8:00,8:34
36,1,5,8:00,8:34
37,241,5,7:45,8:34
39,241,5,7:45,8:34
40,9,1,8:00,8:34
66,1,3,7:38,8:34
66,1,1,7:50,8:34
80,24,2,8:30,8:34
107,7,2,8:15,8:34
108,7,2,8:15,8:34
113,55,2,7:35,8:34
114,55,2,7:35,8:34
115,55,2,7:35,8:34
135,7,4,7:30,8:34
137,1,4,7:45,8:34
160,12,1,7:45,8:34
175,24,5,8:30,8:34
181,1,3,8:38,8:34
349,15,1,7:45,8:34
350,14,1,7:45,8:34
352,5,2,8:20,8:34
359,5,2,8:20,8:34
536,50,2,8:00,8:34
633,7,1,8:15,8:34
641,9,2,7:55,8:34
642,9,2,7:55,8:34
705,12,1,8:15,8:34
715,12,5,8:12,8:34
720,12,2,8:10,8:34
736,50,2,8:00,8:34
739,50,2,8:00,8:34
865,15,2,7:40,8:34
866,15,2,7:40,8:34
985,49,2,8:30,8:34
35,24,3,8:00,8:35
68,1,3,7:38,8:35
68,1,1,7:50,8:35
121,24,4,8:00,8:35
136,7,4,7:30,8:35
203,1,4,7:45,8:35
213,15,1,8:45,8:35
279,15,2,7:40,8:35
327,55,2,8:20,8:35
329,55,2,8:20,8:35
350,15,1,7:45,8:35
352,14,1,7:45,8:35
354,5,2,8:20,8:35
360,5,2,8:20,8:35
550,8,2,7:30,8:35
555,8,2,7:30,8:35
643,9,2,7:55,8:35
667,7,1,8:15,8:35
708,12,1,8:15,8:35
751,24,7,7:50,8:35
754,4,3,7:50,8:35
851,55,2,8:20,8:35
986,49,2,8:30,8:35
1046,60,1,8:25,8:35
26,7,1,8:15,8:36
37,1,5,8:00,8:36
38,1,5,8:00,8:36
38,241,5,7:45,8:36
39,1,5,8:00,8:36
40,241,5,7:45,8:36
67,1,3,7:38,8:36
69,1,3,7:38,8:36
69,1,1,7:50,8:36
71,1,3,7:38,8:36
77,12,2,8:40,8:36
82,24,2,8:30,8:36
83,1,4,8:45,8:36
109,7,2,8:15,8:36
116,55,2,7:35,8:36
122,24,4,8:00,8:36
176,24,5,8:30,8:36
202,1,2,7:45,8:36
213,12,1,8:45,8:36
221,24,7,7:50,8:36
351,15,1,7:45,8:36
351,14,1,7:45,8:36
353,14,1,7:45,8:36
355,14,1,7:45,8:36
358,5,2,8:20,8:36
362,5,2,8:20,8:36
398,9,1,8:30,8:36
625,50,1,8:00,8:36
645,9,2,7:55,8:36
668,15,2,7:40,8:36
717,12,5,8:12,8:36
721,12,2,8:10,8:36
738,50,2,8:00,8:36
740,50,2,8:00,8:36
745,9,1,8:30,8:36
768,14,6,7:30,8:36
867,15,2,7:40,8:36
987,49,2,8:30,8:36
1048,60,1,8:25,8:36
1106,1,4,7:45,8:36
28,7,1,8:15,8:37
37,24,3,8:00,8:37
39,24,3,8:00,8:37
41,9,1,8:00,8:37
83,24,2,8:30,8:37
84,24,2,8:30,8:37
117,55,2,7:35,8:37
118,55,2,7:35,8:37
156,4,3,7:50,8:37
177,24,5,8:30,8:37
331,55,2,8:20,8:37
353,15,1,7:45,8:37
359,14,1,7:45,8:37
551,8,2,7:30,8:37
626,50,1,8:00,8:37
644,9,2,7:55,8:37
669,15,2,7:40,8:37
709,12,1,8:15,8:37
710,12,1,8:15,8:37
711,12,1,8:15,8:37
718,12,5,8:12,8:37
722,12,2,8:10,8:37
723,12,2,8:10,8:37
746,9,1,8:30,8:37
752,24,7,7:50,8:37
755,4,3,7:50,8:37
763,50,2,8:00,8:37
988,49,2,8:30,8:37
990,49,2,8:30,8:37
1042,60,1,8:25,8:37
1043,60,1,8:25,8:37
1111,1,4,7:45,8:37
1139,24,4,8:00,8:37
29,7,1,8:15,8:38
38,24,3,8:00,8:38
41,241,5,7:45,8:38
73,1,3,7:38,8:38
119,55,2,7:35,8:38
123,24,4,8:00,8:38
135,1,2,7:45,8:38
136,1,2,7:45,8:38
155,24,2,8:30,8:38
157,4,3,7:50,8:38
330,55,2,8:20,8:38
352,15,1,7:45,8:38
355,15,1,7:45,8:38
360,14,1,7:45,8:38
362,14,1,7:45,8:38
364,5,2,8:20,8:38
546,8,2,7:30,8:38
553,8,2,7:30,8:38
627,50,1,8:00,8:38
628,50,1,8:00,8:38
638,12,2,8:10,8:38
647,9,2,7:55,8:38
670,15,2,7:40,8:38
712,12,1,8:15,8:38
719,12,5,8:12,8:38
764,50,2,8:00,8:38
991,49,2,8:30,8:38
993,49,2,8:30,8:38
1109,1,4,7:45,8:38
1171,9,1,8:30,8:38
2300,14,1,7:45,8:38
2337,14,6,7:30,8:38
30,7,1,8:15,8:39
38,12,5,8:12,8:39
77,1,4,8:45,8:39
110,7,2,8:15,8:39
124,24,4,8:00,8:39
137,1,2,7:45,8:39
159,4,3,7:50,8:39
222,24,7,7:50,8:39
223,24,7,7:50,8:39
328,55,2,8:20,8:39
354,15,1,7:45,8:39
359,15,1,7:45,8:39
361,14,1,7:45,8:39
361,5,2,8:20,8:39
407,9,1,8:00,8:39
554,8,2,7:30,8:39
567,8,2,7:30,8:39
639,12,2,8:10,8:39
672,24,2,8:30,8:39
765,50,2,8:00,8:39
994,49,2,8:30,8:39
1025,24,5,8:30,8:39
1045,60,1,8:25,8:39
1076,55,2,8:20,8:39
1080,5,2,8:20,8:39
1093,1,5,8:00,8:39
2305,15,2,7:40,8:39
2306,14,6,7:30,8:39
31,7,1,8:15,8:40
39,12,5,8:12,8:40
42,1,5,8:00,8:40
111,7,2,8:15,8:40
112,7,2,8:15,8:40
125,24,4,8:00,8:40
138,1,2,7:45,8:40
146,241,5,7:45,8:40
158,4,3,7:50,8:40
160,4,3,7:50,8:40
182,1,3,8:38,8:40
358,15,1,7:45,8:40
361,15,1,7:45,8:40
363,14,1,7:45,8:40
363,5,2,8:20,8:40
364,14,1,7:45,8:40
365,5,2,8:20,8:40
409,9,1,8:00,8:40
410,9,1,8:00,8:40
412,9,1,8:00,8:40
573,8,2,7:30,8:40
664,24,7,7:50,8:40
673,24,2,8:30,8:40
674,24,2,8:30,8:40
742,9,1,8:30,8:40
743,9,1,8:30,8:40
792,5,2,8:20,8:40
957,50,1,8:00,8:40
959,50,1,8:00,8:40
995,49,2,8:30,8:40
10,24,5,8:30,8:41
32,7,1,8:15,8:41
40,24,3,8:00,8:41
44,1,5,8:00,8:41
113,7,2,8:15,8:41
114,7,2,8:15,8:41
126,24,4,8:00,8:41
147,241,5,7:45,8:41
180,1,3,8:38,8:41
332,55,2,8:20,8:41
338,55,2,8:20,8:41
415,9,1,8:00,8:41
493,1,3,8:38,8:41
557,8,2,7:30,8:41
597,9,1,8:30,8:41
602,12,1,8:15,8:41
666,24,7,7:50,8:41
678,24,2,8:30,8:41
714,12,1,8:15,8:41
725,12,2,8:10,8:41
756,14,6,7:30,8:41
791,5,2,8:20,8:41
996,49,2,8:30,8:41
1068,50,1,8:00,8:41
1080,14,1,7:45,8:41
2200,12,5,8:12,8:41
11,24,5,8:30,8:42
33,7,1,8:15,8:42
104,8,2,7:30,8:42
128,24,4,8:00,8:42
129,24,4,8:00,8:42
148,241,5,7:45,8:42
362,15,1,7:45,8:42
365,14,1,7:45,8:42
414,9,1,8:00,8:42
417,9,1,8:00,8:42
560,8,2,7:30,8:42
598,9,1,8:30,8:42
609,49,2,8:30,8:42
668,24,7,7:50,8:42
715,12,1,8:15,8:42
726,12,2,8:10,8:42
960,50,1,8:00,8:42
1077,55,2,8:20,8:42
1078,55,2,8:20,8:42
1079,15,1,7:45,8:42
1080,15,1,7:45,8:42
34,7,1,8:15,8:43
43,1,5,8:00,8:43
46,1,5,8:00,8:43
50,1,5,8:00,8:43
76,4,3,7:50,8:43
167,14,6,7:30,8:43
219,241,5,7:45,8:43
220,241,5,7:45,8:43
293,14,6,7:30,8:43
360,15,1,7:45,8:43
364,15,1,7:45,8:43
406,12,2,8:10,8:43
418,9,1,8:00,8:43
494,1,3,8:38,8:43
527,1,3,8:38,8:43
561,15,1,7:45,8:43
599,9,1,8:30,8:43
610,49,2,8:30,8:43
611,49,2,8:30,8:43
669,24,7,7:50,8:43
676,24,2,8:30,8:43
716,12,1,8:15,8:43
791,14,1,7:45,8:43
794,5,2,8:20,8:43
795,5,2,8:20,8:43
961,50,1,8:00,8:43
963,50,1,8:00,8:43
2306,15,2,7:40,8:43
14,24,5,8:30,8:44
35,7,1,8:15,8:44
41,24,3,8:00,8:44
78,12,2,8:40,8:44
115,7,2,8:15,8:44
130,24,4,8:00,8:44
165,14,6,7:30,8:44
291,24,2,8:30,8:44
292,24,2,8:30,8:44
295,14,6,7:30,8:44
340,55,2,8:20,8:44
368,15,1,7:45,8:44
419,9,1,8:00,8:44
442,12,2,8:10,8:44
528,1,3,8:38,8:44
670,24,7,7:50,8:44
717,12,1,8:15,8:44
727,12,2,8:10,8:44
730,12,2,8:10,8:44
793,5,2,8:20,8:44
794,14,1,7:45,8:44
966,50,1,8:00,8:44
1039,60,1,8:25,8:44
1085,5,2,8:20,8:44
36,7,1,8:15,8:45
37,7,1,8:15,8:45
49,1,5,8:00,8:45
52,5,2,6:20,8:45
53,1,5,8:00,8:45
54,1,5,8:00,8:45
80,12,2,8:40,8:45
116,7,2,8:15,8:45
131,24,4,8:00,8:45
146,24,3,8:00,8:45
156,24,7,7:50,8:45
166,14,6,7:30,8:45
220,24,3,8:00,8:45
222,241,5,7:45,8:45
337,55,2,8:20,8:45
342,55,2,8:20,8:45
576,8,2,7:30,8:45
600,9,1,8:30,8:45
612,49,2,8:30,8:45
616,9,1,8:00,8:45
698,1,3,8:38,8:45
718,12,1,8:15,8:45
731,12,2,8:10,8:45
756,15,2,7:40,8:45
792,14,1,7:45,8:45
852,5,2,8:20,8:45
956,9,1,8:30,8:45
967,50,1,8:00,8:45
968,50,1,8:00,8:45
15,24,5,8:30,8:46
29,12,1,8:45,8:46
29,15,1,8:45,8:46
81,12,2,8:40,8:46
117,7,2,8:15,8:46
118,7,2,8:15,8:46
147,24,3,8:00,8:46
157,24,7,7:50,8:46
165,24,2,8:30,8:46
366,15,2,8:40,8:46
634,5,2,8:20,8:46
728,12,2,8:10,8:46
732,12,2,8:10,8:46
795,14,1,7:45,8:46
797,5,2,8:20,8:46
970,50,1,8:00,8:46
972,50,1,8:00,8:46
1121,12,2,8:40,8:46
34,9,1,8:30,8:47
38,12,1,8:15,8:47
38,7,1,8:15,8:47
55,1,5,8:00,8:47
106,8,2,7:30,8:47
108,49,2,8:30,8:47
110,14,6,7:30,8:47
132,24,4,8:00,8:47
149,24,3,8:00,8:47
158,24,7,7:50,8:47
160,24,7,7:50,8:47
166,24,2,8:30,8:47
168,14,6,7:30,8:47
222,24,3,8:00,8:47
223,24,3,8:00,8:47
293,15,2,7:40,8:47
294,24,2,8:30,8:47
345,55,2,8:20,8:47
617,9,1,8:00,8:47
664,241,5,7:45,8:47
719,12,1,8:15,8:47
734,12,2,8:10,8:47
797,14,1,7:45,8:47
936,5,2,8:20,8:47
1024,1,3,8:38,8:47
17,24,5,8:30,8:48
39,12,1,8:15,8:48
39,7,1,8:15,8:48
58,1,5,8:00,8:48
60,1,5,8:00,8:48
78,1,4,8:45,8:48
82,12,2,8:40,8:48
109,49,2,8:30,8:48
133,24,4,8:00,8:48
134,24,4,8:00,8:48
167,24,2,8:30,8:48
219,24,3,8:00,8:48
367,15,2,8:40,8:48
594,12,1,8:45,8:48
594,15,1,8:45,8:48
666,241,5,7:45,8:48
733,12,2,8:10,8:48
783,1,3,8:38,8:48
796,14,1,7:45,8:48
799,14,1,7:45,8:48
927,55,2,8:20,8:48
973,50,1,8:00,8:48
2226,5,2,8:20,8:48
1,1,3,8:38,8:49
40,12,1,8:15,8:49
108,8,2,7:30,8:49
121,7,2,8:15,8:49
168,24,2,8:30,8:49
192,1,3,8:38,8:49
221,24,3,8:00,8:49
294,15,2,7:40,8:49
368,15,2,8:40,8:49
399,7,2,8:15,8:49
421,9,1,8:00,8:49
427,12,2,8:40,8:49
568,8,2,7:30,8:49
596,12,1,8:45,8:49
669,241,5,7:45,8:49
735,12,2,8:10,8:49
787,1,3,8:38,8:49
801,14,1,7:45,8:49
876,15,2,8:40,8:49
878,15,2,8:40,8:49
975,50,1,8:00,8:49
1093,7,1,8:15,8:49
7,24,4,8:00,8:50
43,7,1,8:15,8:50
65,1,5,8:00,8:50
77,24,4,9:00,8:50
79,1,4,8:45,8:50
119,7,2,8:15,8:50
122,7,2,8:15,8:50
135,24,4,8:00,8:50
156,9,1,8:00,8:50
166,15,2,7:40,8:50
167,15,2,7:40,8:50
215,9,1,8:30,8:50
422,9,1,8:00,8:50
423,12,2,8:40,8:50
425,12,2,8:40,8:50
574,8,2,7:30,8:50
597,15,1,8:45,8:50
666,24,3,8:00,8:50
669,24,3,8:00,8:50
694,12,1,8:45,8:50
736,12,2,8:10,8:50
803,14,1,7:45,8:50
949,5,2,8:20,8:50
974,50,1,8:00,8:50
977,50,1,8:00,8:50
1027,24,5,8:30,8:50
8,24,4,8:00,8:51
18,24,5,8:30,8:51
21,24,5,8:30,8:51
66,1,5,8:00,8:51
68,1,5,8:00,8:51
80,1,4,8:45,8:51
110,49,2,8:30,8:51
111,14,6,7:30,8:51
124,7,2,8:15,8:51
139,24,5,9:00,8:51
147,8,2,7:30,8:51
156,241,5,7:45,8:51
165,15,2,7:40,8:51
168,15,2,7:40,8:51
216,9,1,8:30,8:51
295,24,2,8:30,8:51
595,15,1,8:45,8:51
598,15,1,8:45,8:51
605,9,1,8:30,8:51
670,241,5,7:45,8:51
693,12,1,8:45,8:51
738,12,2,8:10,8:51
788,1,3,8:38,8:51
877,15,2,8:40,8:51
879,15,2,8:40,8:51
880,15,2,8:40,8:51
935,5,2,8:20,8:51
1082,14,1,7:45,8:51
22,24,5,8:30,8:52
40,8,2,7:30,8:52
41,12,1,8:15,8:52
42,7,1,8:15,8:52
45,7,1,8:15,8:52
69,9,1,8:00,8:52
70,9,1,8:00,8:52
82,1,4,8:45,8:52
105,8,2,7:30,8:52
109,15,2,7:40,8:52
109,24,2,8:30,8:52
110,24,2,8:30,8:52
111,49,2,8:30,8:52
123,7,2,8:15,8:52
125,7,2,8:15,8:52
157,241,5,7:45,8:52
207,24,4,8:00,8:52
213,9,1,9:00,8:52
291,12,2,8:40,8:52
295,15,2,7:40,8:52
599,15,1,8:45,8:52
606,9,1,8:30,8:52
670,24,3,8:00,8:52
739,12,2,8:10,8:52
804,14,1,7:45,8:52
869,1,3,8:38,8:52
881,15,2,8:40,8:52
930,55,2,8:20,8:52
950,5,2,8:20,8:52
980,50,2,9:00,8:52
6,1,3,8:38,8:53
23,24,5,8:30,8:53
41,8,2,7:30,8:53
46,7,1,8:15,8:53
69,1,5,8:00,8:53
70,1,5,8:00,8:53
72,9,1,8:00,8:53
84,1,4,8:45,8:53
85,1,4,8:45,8:53
112,49,2,8:30,8:53
147,12,1,8:15,8:53
607,9,1,8:30,8:53
668,24,3,8:00,8:53
695,12,1,8:45,8:53
740,12,2,8:10,8:53
741,12,2,8:10,8:53
805,14,1,7:45,8:53
931,55,2,8:20,8:53
952,5,2,8:20,8:53
7,1,3,8:38,8:54
8,1,3,8:38,8:54
44,7,1,8:15,8:54
72,1,5,8:00,8:54
87,1,4,8:45,8:54
88,1,4,8:45,8:54
91,1,4,8:45,8:54
110,15,2,7:40,8:54
126,7,2,8:15,8:54
146,8,2,7:30,8:54
149,12,1,8:15,8:54
158,241,5,7:45,8:54
167,12,2,8:40,8:54
208,24,4,8:00,8:54
213,50,1,9:00,8:54
213,55,1,8:55,8:54
218,49,2,8:30,8:54
371,5,2,8:20,8:54
600,15,1,8:45,8:54
608,9,1,8:30,8:54
609,9,1,8:30,8:54
697,12,1,8:45,8:54
742,12,2,8:10,8:54
951,5,2,8:20,8:54
1081,15,2,8:40,8:54
2219,55,2,8:20,8:54
9,1,3,8:38,8:55
47,7,1,8:15,8:55
71,1,5,8:00,8:55
78,24,4,9:00,8:55
93,1,4,8:45,8:55
112,24,2,8:30,8:55
127,7,2,8:15,8:55
156,24,3,8:00,8:55
160,241,5,7:45,8:55
210,24,4,8:00,8:55
426,12,2,8:40,8:55
535,12,1,8:45,8:55
633,24,5,8:30,8:55
635,49,2,8:30,8:55
636,49,2,8:30,8:55
743,12,2,8:10,8:55
806,14,1,7:45,8:55
916,55,2,8:20,8:55
1097,5,2,8:20,8:55
25,24,5,8:30,8:56
26,24,5,8:30,8:56
29,55,1,8:55,8:56
50,7,1,8:15,8:56
73,1,5,8:00,8:56
74,9,1,8:00,8:56
74,1,5,8:00,8:56
75,9,1,8:00,8:56
92,1,4,8:45,8:56
97,1,4,8:45,8:56
111,15,2,7:40,8:56
128,7,2,8:15,8:56
146,12,1,8:15,8:56
157,24,3,8:00,8:56
166,12,2,8:40,8:56
181,24,3,9:00,8:56
212,24,4,8:00,8:56
247,55,2,8:20,8:56
370,5,2,8:20,8:56
482,8,1,9:00,8:56
611,9,1,8:30,8:56
647,12,2,8:10,8:56
667,24,5,8:30,8:56
807,14,1,7:45,8:56
808,14,1,7:45,8:56
882,15,2,8:40,8:56
890,15,1,8:45,8:56
953,5,2,8:20,8:56
956,15,1,8:45,8:56
982,50,2,9:00,8:56
28,24,5,8:30,8:57
30,55,1,8:55,8:57
51,15,2,8:40,8:57
52,7,1,8:15,8:57
77,9,2,8:55,8:57
98,1,4,8:45,8:57
111,24,2,8:30,8:57
112,15,2,7:40,8:57
114,24,2,8:30,8:57
130,7,2,8:15,8:57
148,12,1,8:15,8:57
149,8,2,7:30,8:57
159,24,3,8:00,8:57
219,8,2,7:30,8:57
292,12,2,8:40,8:57
748,55,2,8:20,8:57
10,1,3,8:38,8:58
11,1,3,8:38,8:58
29,24,5,8:30,8:58
32,55,1,8:55,8:58
34,15,1,8:45,8:58
55,7,1,8:15,8:58
56,15,2,8:40,8:58
76,24,3,8:00,8:58
102,1,4,8:45,8:58
116,24,2,8:30,8:58
160,24,3,8:00,8:58
168,12,2,8:40,8:58
218,15,2,7:40,8:58
219,12,1,8:15,8:58
220,12,1,8:15,8:58
372,5,2,8:20,8:58
612,9,1,8:30,8:58
635,15,2,7:40,8:58
638,49,2,8:30,8:58
700,12,1,8:45,8:58
754,8,2,7:30,8:58
762,8,2,7:30,8:58
809,14,1,7:45,8:58
883,15,2,8:40,8:58
35,15,1,8:45,8:59
60,7,1,8:15,8:59
103,1,4,8:45,8:59
105,1,4,8:45,8:59
109,12,2,8:40,8:59
115,24,2,8:30,8:59
131,7,2,8:15,8:59
220,8,2,7:30,8:59
221,12,1,8:15,8:59
295,12,2,8:40,8:59
373,5,2,8:20,8:59
376,5,2,8:20,8:59
811,14,1,7:45,8:59
852,15,2,8:40,8:59
946,55,2,8:20,8:59
1134,55,2,8:20,8:59
29,9,1,9:00,9:00
30,24,5,8:30,9:00
33,55,1,8:55,9:00
62,7,1,8:15,9:00
108,9,1,8:30,9:00
132,7,2,8:15,9:00
195,1,3,8:38,9:00
222,12,1,8:15,9:00
375,5,2,8:20,9:00
639,49,2,8:30,9:00
702,12,1,8:45,9:00
718,55,2,8:20,9:00
753,8,2,7:30,9:00
870,15,2,7:40,9:00
915,55,2,8:20,9:00
1084,15,2,8:40,9:00
1145,49,2,8:30,9:00
1146,49,2,8:30,9:00
1629,14,1,7:45,9:00
29,50,1,9:00,9:01
32,24,5,8:30,9:01
34,55,1,8:55,9:01
36,15,1,8:45,9:01
65,7,1,8:15,9:01
104,1,4,8:45,9:01
106,1,4,8:45,9:01
133,7,2,8:15,9:01
140,24,5,9:00,9:01
148,8,2,7:30,9:01
182,24,3,9:00,9:01
592,49,2,8:30,9:01
665,15,2,8:40,9:01
703,12,1,8:45,9:01
704,12,1,8:45,9:01
749,55,2,8:20,9:01
812,14,1,7:45,9:01
872,15,2,7:40,9:01
874,15,2,7:40,9:01
933,55,2,8:20,9:01
976,50,2,9:00,9:01
981,50,2,9:00,9:01
1161,24,3,9:00,9:01
33,24,5,8:30,9:02
36,55,1,8:55,9:02
37,15,1,8:45,9:02
40,9,1,8:30,9:02
78,9,2,8:55,9:02
79,24,4,9:00,9:02
108,1,4,8:45,9:02
117,24,2,8:30,9:02
121,24,2,8:30,9:02
141,24,5,9:00,9:02
378,5,2,8:20,9:02
398,9,1,9:00,9:02
421,12,1,8:15,9:02
610,9,1,8:30,9:02
643,15,2,7:40,9:02
814,14,1,7:45,9:02
844,15,2,8:40,9:02
924,7,1,8:15,9:02
37,55,1,8:55,9:03
41,9,1,8:30,9:03
79,9,2,8:55,9:03
80,9,2,8:55,9:03
81,24,4,9:00,9:03
109,1,4,8:45,9:03
118,24,2,8:30,9:03
134,7,2,8:15,9:03
135,7,2,8:15,9:03
143,12,2,8:40,9:03
156,12,1,8:15,9:03
186,24,3,9:00,9:03
196,1,3,8:38,9:03
377,5,2,8:20,9:03
398,50,1,9:00,9:03
423,9,2,8:55,9:03
617,12,1,8:15,9:03
644,15,2,7:40,9:03
713,55,2,8:20,9:03
745,9,1,9:00,9:03
813,14,1,7:45,9:03
843,15,2,8:40,9:03
846,15,2,8:40,9:03
1121,9,2,8:55,9:03
2216,14,1,7:45,9:03
34,24,5,8:30,9:04
38,15,1,8:45,9:04
40,15,1,8:45,9:04
80,24,4,9:00,9:04
119,24,2,8:30,9:04
136,7,2,8:15,9:04
137,7,2,8:15,9:04
188,24,3,9:00,9:04
189,24,3,9:00,9:04
380,5,2,8:20,9:04
614,9,1,8:30,9:04
642,15,2,7:40,9:04
645,15,2,7:40,9:04
722,12,2,8:40,9:04
744,55,2,8:20,9:04
815,14,1,7:45,9:04
845,15,2,8:40,9:04
848,15,2,8:40,9:04
925,7,1,8:15,9:04
983,50,2,9:00,9:04
1171,9,1,9:00,9:04
9,24,5,9:00,9:05
35,24,5,8:30,9:05
38,55,1,8:55,9:05
39,15,1,8:45,9:05
40,55,1,8:55,9:05
77,12,2,9:10,9:05
81,9,2,8:55,9:05
82,24,4,9:00,9:05
174,24,5,9:00,9:05
379,5,2,8:20,9:05
381,5,2,8:20,9:05
408,9,1,8:30,9:05
616,7,1,8:15,9:05
707,12,1,8:45,9:05
721,12,2,8:40,9:05
745,50,1,9:00,9:05
746,50,1,9:00,9:05
746,9,1,9:00,9:05
816,14,1,7:45,9:05
847,15,2,8:40,9:05
849,15,2,8:40,9:05
913,1,3,8:38,9:05
986,50,2,9:00,9:05
987,50,2,9:00,9:05
1124,12,2,9:10,9:05
1140,55,2,8:20,9:05
1149,49,2,8:30,9:05
36,24,5,8:30,9:06
41,55,2,8:20,9:06
82,9,2,8:55,9:06
84,24,4,9:00,9:06
109,14,6,7:30,9:06
110,1,4,8:45,9:06
119,15,2,7:40,9:06
122,24,2,8:30,9:06
406,49,2,8:30,9:06
407,9,1,8:30,9:06
409,9,1,8:30,9:06
709,12,1,8:45,9:06
817,14,1,7:45,9:06
985,50,2,9:00,9:06
1136,49,2,8:30,9:06
1171,50,1,9:00,9:06
1172,24,3,9:00,9:06
20,1,3,8:38,9:07
22,1,3,8:38,9:07
41,15,1,8:45,9:07
111,1,4,8:45,9:07
123,24,2,8:30,9:07
124,24,2,8:30,9:07
175,24,5,9:00,9:07
176,24,5,9:00,9:07
382,5,2,8:20,9:07
410,9,1,8:30,9:07
412,9,1,8:30,9:07
421,7,1,8:15,9:07
638,12,2,8:40,9:07
