rowid,line,trayect,time,mod
14878,55,1,11:55,
14879,55,1,12:55,
14880,55,1,14:55,
14881,55,1,18:55,
14882,55,1,8:55,
14883,55,1,6:55,
14884,55,1,7:55,
14885,55,1,9:55,
14886,55,1,10:55,
14887,55,1,11:55,
14888,55,1,12:55,
14889,55,1,14:55,
14890,55,1,18:55,
14891,55,1,8:55,
14892,14,1,4:50,
14893,14,5,6:00,
14894,15,1,6:45,
14895,15,1,7:45,
14896,14,1,7:45,
14897,15,1,8:45,
14898,14,1,9:45,
14899,8,2,9:50,
14900,15,1,10:45,
14901,15,1,11:45,
14902,15,1,12:45,
14903,14,1,12:45,
14904,15,1,13:45,
14905,15,1,14:45,
14906,15,1,17:45,
14907,14,1,18:45,
14908,15,1,19:45,
14909,8,2,19:25,
14910,15,1,20:45,
14911,14,1,21:00,
14912,15,1,21:45,
14913,14,1,23:00,
14914,8,2,7:30,
14915,50,2,7:00,
14916,50,2,8:00,
14917,50,2,11:00,
14918,50,4,12:20,
14919,50,2,12:00,
14920,50,2,13:00,
14921,50,2,14:00,
14922,50,2,18:00,
14923,50,2,21:00,
14924,50,2,9:00,
14925,50,2,8:00,
14926,50,2,10:00,
14927,50,2,11:00,
14928,50,4,12:20,
14929,50,2,12:00,
14930,50,2,13:00,
14931,50,2,18:00,
14932,50,2,19:00,
14933,50,2,20:00,
14934,50,2,21:00,
14935,50,2,7:00,
14936,50,2,9:00,
14937,50,2,7:00,
14938,50,2,8:00,
14939,50,2,9:00,
14940,50,2,10:00,
14941,50,2,11:00,
14942,50,4,12:20,
14943,50,2,12:00,
14944,50,2,18:00,
14945,50,2,19:00,
14946,50,2,20:00,
14947,50,2,21:00,
14948,80,1,11:49,
14949,80,1,12:49,
14950,80,1,6:49,
14951,14,6,7:30,
14952,15,2,8:40,
14953,15,2,9:40,
14954,8,1,12:00,
14955,8,1,13:30,
14956,15,2,14:40,
14957,8,1,18:00,
14958,15,2,17:40,
14959,8,1,20:20,
14960,14,2,9:05,
14961,15,2,10:40,
14962,15,2,11:40,
14963,15,1,10:45,
14964,15,1,12:45,
14965,15,1,13:45,
14966,14,1,18:45,
14967,15,1,6:45,
14968,15,1,7:45,
14969,14,1,4:50,
14970,14,5,6:00,
14971,15,1,6:45,
14972,15,1,7:45,
14973,14,1,7:45,
14974,15,1,8:45,
14975,14,1,9:45,
14976,15,1,10:45,
14977,15,1,11:45,
14978,15,1,12:45,
14979,14,1,12:45,
14980,15,1,13:45,
14981,15,1,14:45,
14982,15,1,17:45,
14983,14,1,18:45,
14984,15,1,19:45,
14985,15,1,20:45,
14986,14,1,21:00,
14987,15,1,21:45,
14988,14,1,23:00,
14989,14,1,4:50,
14990,14,5,6:00,
14991,15,1,6:45,
14992,15,1,7:45,
14993,14,1,9:45,
14994,15,1,12:45,
14995,14,1,12:45,
14996,15,1,13:45,
14997,15,1,14:45,
14998,15,1,17:45,
14999,14,1,21:00,
15000,14,1,23:00,
15001,15,1,11:45,
15002,15,1,7:45,
15003,14,1,7:45,
15004,15,1,8:45,
15005,15,1,10:45,
15006,14,1,12:45,
15007,15,1,13:45,
15008,15,1,17:45,
15009,14,1,18:45,
15010,14,5,6:00,
15011,15,1,6:45,
15012,14,1,9:45,
15013,15,1,11:45,
15014,14,1,9:45,
15015,15,1,13:45,
15016,15,1,20:45,
15017,14,1,21:00,
15018,15,1,7:45,
15019,15,1,11:45,
15020,15,1,6:45,
15021,15,1,7:45,
15022,15,1,14:45,
15023,15,1,17:45,
15024,14,5,6:00,
15025,15,1,11:45,
15026,14,1,7:45,
15027,15,1,8:45,
15028,14,1,9:45,
15029,15,1,11:45,
15030,14,1,12:45,
15031,15,1,17:45,
15032,14,1,18:45,
15033,15,1,19:45,
15034,15,1,21:45,
15035,14,1,23:00,
15036,15,1,6:45,
15037,14,1,4:50,
15038,14,5,6:00,
15039,15,1,6:45,
15040,14,1,9:45,
15041,15,1,10:45,
15042,15,1,12:45,
15043,15,1,17:45,
15044,15,1,20:45,
15045,15,1,7:45,
15046,15,1,8:45,
15047,15,1,11:45,
15048,1,3,8:38,
15049,1,3,10:38,
15050,1,3,13:38,
15051,1,3,14:38,
15052,1,3,6:38,
15053,1,3,11:38,
15054,1,3,12:38,
15055,14,1,4:50,
15056,14,5,6:00,
15057,15,1,6:45,
15058,15,1,7:45,
15059,14,1,7:45,
15060,15,1,8:45,
15061,14,1,9:45,
15062,15,1,10:45,
15063,15,1,11:45,
15064,15,1,12:45,
15065,14,1,12:45,
15066,15,1,13:45,
15067,15,1,14:45,
15068,15,1,17:45,
15069,14,1,18:45,
15070,15,1,19:45,
15071,14,1,21:00,
15072,15,1,21:45,
15073,14,1,23:00,
15074,1,1,6:45,
15075,1,3,7:38,
15076,1,3,8:38,
15077,1,3,10:38,
15078,1,3,11:38,
15079,1,3,13:38,
15080,1,3,14:38,
15081,1,3,6:38,
15082,1,3,9:38,
15083,1,3,12:38,
15084,1,1,6:45,
15085,1,3,7:38,
15086,1,3,8:38,
15087,1,3,10:38,
15088,1,3,14:38,
15089,1,3,6:38,
15090,1,3,9:38,
15091,1,3,12:38,
15092,14,5,6:00,
15093,15,1,6:45,
15094,14,1,7:45,
15095,14,1,9:45,
15096,15,1,11:45,
15097,14,1,12:45,
15098,15,1,13:45,
15099,15,1,14:45,
15100,15,1,17:45,
15101,15,1,19:45,
15102,15,1,20:45,
15103,14,1,21:00,
15104,15,1,21:45,
15105,14,1,23:00,
15106,15,1,7:45,
15107,15,1,8:45,
15108,14,1,4:50,
15109,14,5,6:00,
15110,15,1,6:45,
15111,15,1,7:45,
15112,14,1,7:45,
15113,15,1,8:45,
15114,14,1,9:45,
15115,15,1,10:45,
15116,15,1,11:45,
15117,15,1,12:45,
15118,15,1,17:45,
15119,14,1,18:45,
15120,15,1,19:45,
15121,15,1,20:45,
15122,14,1,21:00,
15123,15,1,21:45,
15124,14,1,4:50,
15125,5,2,6:20,
15126,14,5,6:00,
15127,5,2,8:20,
15128,14,1,7:45,
15129,14,1,9:45,
15130,14,1,12:45,
15131,14,1,17:05,
15132,14,1,18:45,
15133,14,1,21:00,
15134,14,1,23:00,
15135,14,1,4:50,
15136,14,5,6:00,
15137,5,2,8:20,
15138,14,1,7:45,
15139,14,1,12:45,
15140,5,2,14:00,
15141,14,1,17:05,
15142,14,1,18:45,
15143,14,1,21:00,
15144,14,1,9:45,
15145,14,1,12:45,
15146,14,1,18:45,
15147,14,1,23:00,
15148,14,5,6:00,
15149,5,2,8:20,
15150,5,2,8:20,
15151,14,1,12:45,
15152,14,1,17:05,
15153,14,1,18:45,
15154,14,1,21:00,
15155,14,1,4:50,
15156,5,2,6:20,
15157,14,1,7:45,
15158,14,1,9:45,
15159,14,1,4:50,
15160,5,2,6:20,
15161,14,5,6:00,
15162,5,2,8:20,
15163,14,1,7:45,
15164,14,1,9:45,
15165,5,2,14:00,
15166,14,1,17:05,
15167,14,1,18:45,
15168,14,1,21:00,
15169,14,5,6:00,
15170,14,1,7:45,
15171,14,1,9:45,
15172,14,1,12:45,
15173,14,1,17:05,
15174,14,1,18:45,
15175,14,1,21:00,
15176,5,2,6:20,
15177,14,1,7:45,
15178,14,1,9:45,
15179,14,1,12:45,
15180,5,2,14:00,
15181,14,1,17:05,
15182,14,1,18:45,
15183,14,1,21:00,
15184,14,1,4:50,
15185,14,5,6:00,
15186,5,2,8:20,
15187,14,1,23:00,
15188,14,1,9:45,
15189,14,5,6:00,
15190,14,1,7:45,
15191,14,1,9:45,
15192,14,1,12:45,
15193,14,1,17:05,
15194,14,1,18:45,
15195,14,1,23:00,
15196,14,1,4:50,
15197,14,1,4:50,
15198,14,1,12:45,
15199,14,1,17:05,
15200,14,1,18:45,
15201,14,5,6:00,
15202,14,1,4:50,
15203,14,5,6:00,
15204,14,1,7:45,
15205,14,1,9:45,
15206,14,1,12:45,
15207,14,1,17:05,
15208,14,1,18:45,
15209,14,1,21:00,
15210,14,1,23:00,
15211,14,1,21:00,
15212,14,1,23:00,
15213,14,5,6:00,
15214,14,1,7:45,
15215,14,1,9:45,
15216,14,1,12:45,
15217,14,1,17:05,
15218,14,1,18:45,
15219,14,1,21:00,
15220,14,1,23:00,
15221,14,1,4:50,
15222,14,1,7:45,
15223,14,1,12:45,
15224,14,1,17:05,
15225,14,1,18:45,
15226,14,1,23:00,
15227,14,5,6:00,
15228,14,1,9:45,
15229,14,5,6:00,
15230,14,1,7:45,
15231,14,1,9:45,
15232,14,1,12:45,
15233,14,1,17:05,
15234,14,1,18:45,
15235,14,1,21:00,
15236,14,1,23:00,
15237,14,1,4:50,
15238,14,1,17:05,
15239,14,1,7:45,
15240,14,1,4:50,
15241,14,5,6:00,
15242,14,1,7:45,
15243,14,1,9:45,
15244,14,1,12:45,
15245,14,1,17:05,
15246,14,1,18:45,
15247,14,1,21:00,
15248,14,1,23:00,
15249,14,1,4:50,
15250,14,5,6:00,
15251,14,1,7:45,
15252,14,1,9:45,
15253,14,1,17:05,
15254,14,1,18:45,
15255,14,1,21:00,
15256,14,1,23:00,
15257,14,5,6:00,
15258,14,1,7:45,
15259,14,1,9:45,
15260,14,1,12:45,
15261,14,1,17:05,
15262,14,1,18:45,
15263,14,1,21:00,
15264,14,1,4:50,
15265,14,5,6:00,
15266,14,1,12:45,
15267,14,1,17:05,
15268,14,1,23:00,
15269,14,1,4:50,
15270,14,5,6:00,
15271,14,1,7:45,
15272,14,1,9:45,
15273,14,1,12:45,
15274,14,1,17:05,
15275,14,1,18:45,
15276,14,1,21:00,
15277,14,1,23:00,
15278,14,1,4:50,
15279,14,5,6:00,
15280,14,1,7:45,
15281,14,1,9:45,
15282,14,1,12:45,
15283,14,1,17:05,
15284,14,1,18:45,
15285,14,1,23:00,
15286,14,1,7:45,
15287,14,1,12:45,
15288,14,1,17:05,
15289,14,1,21:00,
15290,14,1,9:45,
15291,14,1,9:45,
15292,14,1,12:45,
15293,14,1,17:05,
15294,14,1,18:45,
15295,14,1,21:00,
15296,14,1,23:00,
15297,14,1,4:50,
15298,14,1,7:45,
15299,14,1,4:50,
15300,14,5,6:00,
15301,14,1,7:45,
15302,14,1,9:45,
15303,14,1,12:45,
15304,14,1,17:05,
15305,14,1,18:45,
15306,14,1,21:00,
15307,14,1,23:00,
15308,14,1,4:50,
15309,14,1,7:45,
15310,14,1,9:45,
15311,14,1,17:05,
15312,14,1,18:45,
15313,14,1,21:00,
15314,14,1,23:00,
15315,14,1,7:45,
15316,14,1,9:45,
15317,14,1,21:00,
15318,14,1,23:00,
15319,14,1,4:50,
15320,14,5,6:00,
15321,14,1,9:45,
15322,14,1,23:00,
15323,14,5,6:00,
15324,14,2,6:10,
15325,14,2,9:05,
15326,14,2,11:05,
15327,14,2,14:05,
15328,14,2,18:25,
15329,14,2,20:05,
15330,14,2,22:20,
15331,14,2,0:20,
15332,14,6,7:30,
15333,14,2,6:10,
15334,14,2,9:05,
15335,14,2,11:05,
15336,14,2,14:05,
15337,14,2,20:05,
15338,14,2,22:20,
15339,14,2,0:20,
15340,14,2,6:10,
15341,14,2,9:05,
15342,14,2,11:05,
15343,14,2,14:05,
15344,14,2,18:25,
15345,14,2,20:05,
15346,14,6,7:30,
15347,14,2,6:10,
15348,14,6,7:30,
15349,14,2,9:05,
15350,14,2,11:05,
15351,14,2,14:05,
15352,14,2,18:25,
15353,14,2,20:05,
15354,14,2,22:20,
15355,14,2,0:20,
15356,14,2,6:10,
15357,14,6,7:30,
15358,14,2,9:05,
15359,14,2,11:05,
15360,14,2,14:05,
15361,14,2,18:25,
15362,14,2,20:05,
15363,14,2,22:20,
15364,14,6,7:30,
15365,14,2,14:05,
15366,14,2,18:25,
15367,14,2,20:05,
15368,14,2,22:20,
15369,14,2,6:10,
15370,14,2,6:10,
15371,14,6,7:30,
15372,14,2,9:05,
15373,14,2,11:05,
15374,14,2,14:05,
15375,14,2,18:25,
15376,14,2,6:10,
15377,14,6,7:30,
15378,14,2,9:05,
15379,14,2,11:05,
15380,14,2,14:05,
15381,14,2,20:05,
15382,14,2,0:20,
15383,14,6,7:30,
15384,14,2,11:05,
15385,14,2,14:05,
15386,14,2,18:25,
15387,14,2,22:20,
15388,14,2,0:20,
15389,14,2,9:05,
15390,14,6,7:30,
15391,14,2,9:05,
15392,14,2,11:05,
15393,14,2,14:05,
15394,14,2,20:05,
15395,14,2,22:20,
15396,14,2,6:10,
15397,14,6,7:30,
15398,14,2,9:05,
15399,14,2,11:05,
15400,14,2,14:05,
15401,14,2,18:25,
15402,14,2,20:05,
15403,14,2,0:20,
15404,14,2,6:10,
15405,14,6,7:30,
15406,14,2,9:05,
15407,14,2,11:05,
15408,14,2,14:05,
15409,14,2,18:25,
15410,14,2,20:05,
15411,14,2,22:20,
15412,14,2,0:20,
15413,14,2,14:05,
15414,14,2,18:25,
15415,14,2,20:05,
15416,14,2,22:20,
15417,14,6,7:30,
15418,14,2,9:05,
15419,14,6,7:30,
15420,14,2,9:05,
15421,14,2,11:05,
15422,14,2,14:05,
15423,14,2,18:25,
15424,14,2,20:05,
15425,14,2,6:10,
15426,14,2,14:05,
15427,14,2,18:25,
15428,14,2,0:20,
15429,14,2,9:05,
15430,14,2,11:05,
15431,14,2,18:25,
15432,14,2,20:05,
15433,14,2,22:20,
15434,14,2,6:10,
15435,14,6,7:30,
15436,14,6,7:30,
15437,14,2,9:05,
15438,14,2,11:05,
15439,14,2,14:05,
15440,14,2,18:25,
15441,14,2,20:05,
15442,14,2,22:20,
15443,14,2,0:20,
15444,14,2,6:10,
15445,14,2,11:05,
15446,14,2,0:20,
15447,14,2,6:10,
15448,14,2,9:05,
15449,14,6,7:30,
15450,14,2,9:05,
15451,14,2,11:05,
15452,14,2,14:05,
15453,14,2,18:25,
15454,14,2,20:05,
15455,14,2,22:20,
15456,14,2,9:05,
15457,14,2,14:05,
15458,14,2,20:05,
15459,14,2,0:20,
15460,14,2,11:05,
15461,14,6,7:30,
15462,14,2,18:25,
15463,14,2,22:20,
15464,14,2,6:10,
15465,14,2,9:05,
15466,14,2,14:05,
15467,14,2,6:10,
15468,14,6,7:30,
15469,14,2,18:25,
15470,55,2,7:35,
15471,14,6,7:30,
15472,55,2,8:20,
15473,55,2,9:35,
15474,15,2,9:40,
15475,15,2,10:40,
15476,14,2,11:05,
15477,55,2,11:35,
15478,15,2,11:40,
15479,15,2,12:40,
15480,55,2,13:35,
15481,14,2,14:05,
15482,15,2,19:40,
15483,15,2,21:40,
15484,14,2,22:20,
15485,15,2,22:40,
15486,15,2,8:40,
15487,55,2,12:35,
15488,55,2,6:20,
15489,55,2,7:35,
15490,55,2,8:20,
15491,15,2,8:40,
15492,14,2,9:05,
15493,15,2,9:40,
15494,15,2,10:40,
15495,14,2,11:05,
15496,55,2,11:35,
15497,15,2,11:40,
15498,55,2,12:35,
15499,14,2,14:05,
15500,15,2,17:40,
15501,55,2,17:35,
15502,14,2,18:25,
15503,15,2,18:40,
15504,15,2,19:40,
15505,15,2,20:40,
15506,15,2,21:40,
15507,15,2,22:40,
15508,14,6,7:30,
15509,15,2,7:40,
15510,55,2,9:35,
15511,15,2,12:40,
15512,14,6,7:30,
15513,55,2,9:35,
15514,15,2,10:40,
15515,15,2,12:40,
15516,55,2,12:35,
15517,5,1,12:50,
15518,55,2,13:35,
15519,15,2,14:40,
15520,55,2,17:35,
15521,55,2,18:35,
15522,14,2,18:25,
15523,15,2,19:40,
15524,14,2,20:05,
15525,14,2,22:20,
15526,15,2,22:40,
15527,14,2,0:20,
15528,15,2,6:20,
15529,55,2,6:20,
15530,55,2,7:35,
15531,15,2,8:40,
15532,14,2,9:05,
15533,55,2,6:20,
15534,55,2,7:35,
15535,14,6,7:30,
15536,15,2,7:40,
15537,55,2,8:20,
15538,15,2,8:40,
15539,14,2,9:05,
15540,15,2,9:40,
15541,14,2,11:05,
15542,15,2,12:40,
15543,55,2,12:35,
15544,55,2,13:35,
15545,15,2,13:40,
15546,14,2,14:05,
15547,15,2,17:40,
15548,55,2,17:35,
15549,15,2,18:40,
15550,15,2,19:40,
15551,15,2,21:40,
15552,15,2,6:20,
15553,15,2,11:40,
15554,55,2,7:35,
15555,55,2,9:35,
15556,15,2,10:40,
15557,55,2,11:35,
15558,15,2,11:40,
15559,55,2,12:35,
15560,55,2,13:35,
15561,15,2,17:40,
15562,15,2,19:40,
15563,15,2,20:40,
15564,15,2,22:40,
15565,14,6,7:30,
15566,15,2,8:40,
15567,14,2,9:05,
15568,15,2,9:40,
15569,55,2,6:20,
15570,14,6,7:30,
15571,15,2,8:40,
15572,14,2,9:05,
15573,55,2,9:35,
15574,15,2,10:40,
15575,14,2,11:05,
15576,55,2,11:35,
15577,55,2,13:35,
15578,15,2,13:40,
15579,14,2,14:05,
15580,15,2,14:40,
15581,15,2,17:40,
15582,55,2,17:35,
15583,14,2,18:25,
15584,15,2,18:40,
15585,15,2,19:40,
15586,14,2,20:05,
15587,15,2,21:40,
15588,14,2,22:20,
15589,15,2,22:40,
15590,14,2,0:20,
15591,15,2,6:20,
15592,15,2,7:40,
15593,15,2,12:40,
15594,55,2,12:35,
15595,55,2,6:20,
15596,55,2,7:35,
15597,15,2,7:40,
15598,55,2,8:20,
15599,15,2,8:40,
15600,14,2,9:05,
15601,55,2,9:35,
15602,15,2,9:40,
15603,15,2,10:40,
15604,14,2,11:05,
15605,55,2,11:35,
15606,15,2,11:40,
15607,15,2,12:40,
15608,55,2,12:35,
15609,5,1,12:50,
15610,55,2,13:35,
15611,15,2,13:40,
15612,14,2,14:05,
15613,15,2,14:40,
15614,15,2,17:40,
15615,55,2,17:35,
15616,55,2,18:35,
15617,14,2,18:25,
15618,15,2,18:40,
15619,15,2,19:40,
15620,15,2,20:40,
15621,15,2,21:40,
15622,15,2,22:40,
15623,14,2,0:20,
15624,15,2,6:20,
15625,14,6,7:30,
15626,55,2,7:35,
15627,55,2,9:35,
15628,15,2,9:40,
15629,15,2,10:40,
15630,55,2,11:35,
15631,14,2,14:05,
15632,15,2,17:40,
15633,55,2,17:35,
15634,55,2,18:35,
15635,14,2,18:25,
15636,15,2,18:40,
15637,15,2,19:40,
15638,14,2,20:05,
15639,15,2,21:40,
15640,14,2,22:20,
15641,15,2,22:40,
15642,14,6,7:30,
15643,14,2,9:05,
15644,15,2,11:40,
15645,15,2,12:40,
15646,55,2,6:20,
15647,55,2,7:35,
15648,14,6,7:30,
15649,15,2,7:40,
15650,55,2,8:20,
15651,15,2,8:40,
15652,14,2,9:05,
15653,55,2,9:35,
15654,15,2,9:40,
15655,15,2,10:40,
15656,14,2,11:05,
15657,55,2,11:35,
15658,15,2,11:40,
15659,15,2,12:40,
15660,55,2,12:35,
15661,5,1,12:50,
15662,55,2,13:35,
15663,15,2,13:40,
15664,14,2,14:05,
15665,15,2,14:40,
15666,15,2,17:40,
15667,55,2,17:35,
15668,55,2,18:35,
15669,14,2,18:25,
15670,15,2,18:40,
15671,15,2,19:40,
15672,14,2,20:05,
15673,15,2,20:40,
15674,15,2,21:40,
15675,14,2,22:20,
15676,15,2,22:40,
15677,14,2,0:20,
15678,15,2,6:20,
15679,5,2,6:20,
15680,15,2,7:40,
15681,5,2,8:20,
15682,15,2,8:40,
15683,15,2,9:40,
15684,15,2,10:40,
15685,15,2,11:40,
15686,15,2,12:40,
15687,15,2,13:40,
15688,5,2,14:00,
15689,15,2,14:40,
15690,15,2,17:40,
15691,15,2,18:40,
15692,15,2,19:40,
15693,15,2,20:40,
15694,15,2,21:40,
15695,15,2,22:40,
15696,15,2,6:20,
15697,15,2,6:40,
15698,14,2,9:05,
15699,15,2,11:40,
15700,15,2,12:40,
15701,15,2,14:40,
15702,15,2,17:40,
15703,14,2,18:25,
15704,15,2,18:40,
15705,15,2,19:40,
15706,15,2,20:40,
15707,15,2,22:40,
15708,14,2,0:20,
15709,15,2,9:40,
15710,15,2,10:40,
15711,15,2,7:40,
15712,14,6,7:30,
15713,15,2,8:40,
15714,15,2,9:40,
15715,15,2,10:40,
15716,14,2,11:05,
15717,15,2,13:40,
15718,14,2,14:05,
15719,14,2,17:05,
15720,15,2,17:40,
15721,14,2,18:25,
15722,15,2,19:40,
15723,14,2,20:05,
15724,15,2,21:40,
15725,14,2,22:20,
15726,15,2,22:40,
15727,14,2,0:20,
15728,15,2,6:20,
15729,14,2,9:05,
15730,15,2,11:40,
15731,15,2,6:40,
15732,15,2,11:40,
15733,15,2,12:40,
15734,14,2,14:05,
15735,14,2,17:05,
15736,15,2,18:40,
15737,15,2,19:40,
15738,15,2,21:40,
15739,14,6,7:30,
15740,15,2,7:40,
15741,14,2,9:05,
15742,15,2,9:40,
15743,15,2,10:40,
15744,15,2,13:40,
15745,15,2,14:40,
15746,14,2,17:05,
15747,15,2,17:40,
15748,14,2,18:25,
15749,14,2,20:05,
15750,15,2,20:40,
15751,14,2,22:20,
15752,14,2,0:20,
15753,15,2,11:40,
15754,8,1,6:15,
15755,8,2,7:30,
15756,8,2,21:35,
15757,8,2,9:50,
15758,8,1,12:00,
15759,15,2,8:40,
15760,14,2,9:05,
15761,14,2,11:05,
15762,15,2,11:40,
15763,15,2,17:40,
15764,14,2,18:25,
15765,15,2,18:40,
15766,15,2,21:40,
15767,14,2,22:20,
15768,15,2,22:40,
15769,15,2,6:20,
15770,14,6,7:30,
15771,15,2,9:40,
15772,15,2,6:40,
15773,15,2,7:40,
15774,14,6,7:30,
15775,15,2,12:40,
15776,15,2,14:40,
15777,14,2,17:05,
15778,15,2,19:40,
15779,15,2,20:40,
15780,14,2,0:20,
15781,15,2,9:40,
15782,15,2,11:40,
15783,15,2,8:40,
15784,14,2,11:05,
15785,15,2,11:40,
15786,15,2,13:40,
15787,15,2,17:40,
15788,14,2,18:25,
15789,15,2,18:40,
15790,14,2,22:20,
15791,14,2,0:20,
15792,15,2,7:40,
15793,15,2,10:40,
15794,15,2,12:40,
15795,8,1,6:15,
15796,8,2,7:30,
15797,8,1,9:00,
15798,8,1,12:00,
15799,8,1,20:20,
15800,8,2,9:50,
15801,8,2,7:30,
15802,8,1,20:20,
15803,8,2,21:35,
15804,8,1,9:00,
15805,8,2,9:50,
15806,8,1,12:00,
15807,15,2,6:40,
15808,15,2,7:40,
15809,14,6,7:30,
15810,15,2,8:40,
15811,14,2,9:05,
15812,15,2,9:40,
15813,14,2,17:05,
15814,15,2,17:40,
15815,14,2,18:25,
15816,15,2,18:40,
15817,15,2,20:40,
15818,14,2,22:20,
15819,15,2,22:40,
15820,15,2,11:40,
15821,15,2,12:40,
15822,15,2,7:40,
15823,14,6,7:30,
15824,15,2,8:40,
15825,14,2,9:05,
15826,15,2,9:40,
15827,15,2,10:40,
15828,15,2,12:40,
15829,14,2,20:05,
15830,14,2,0:20,
15831,15,2,6:20,
15832,15,2,9:40,
15833,15,2,13:40,
15834,14,2,14:05,
15835,15,2,14:40,
15836,14,2,17:05,
15837,15,2,17:40,
15838,14,2,18:25,
15839,15,2,18:40,
15840,15,2,19:40,
15841,15,2,7:40,
15842,15,2,11:40,
15843,15,2,12:40,
15844,49,1,6:30,
15845,50,1,9:00,
15846,50,1,14:00,
15847,49,1,17:30,
15848,50,1,19:00,
15849,49,1,9:30,
15850,49,1,11:30,
15851,1,1,6:45,
15852,1,3,7:38,
15853,1,3,8:38,
15854,1,3,10:38,
15855,1,3,11:38,
15856,1,3,13:38,
15857,1,3,14:38,
15858,1,3,6:38,
15859,1,3,12:38,
15860,14,2,0:20,
15861,15,2,6:40,
15862,50,2,7:00,
15863,50,2,8:00,
15864,15,2,7:40,
15865,50,2,9:00,
15866,9,2,8:55,
15867,50,2,10:00,
15868,15,2,9:40,
15869,9,2,10:25,
15870,50,2,11:00,
15871,9,2,10:55,
15872,15,2,10:40,
15873,9,2,11:25,
15874,14,2,11:05,
15875,50,4,12:20,
15876,50,2,12:00,
15877,9,2,11:55,
15878,9,2,12:25,
15879,50,2,13:00,
15880,9,2,12:55,
15881,50,2,14:00,
15882,9,2,13:55,
15883,9,2,14:25,
15884,14,2,17:05,
15885,50,2,18:00,
15886,9,2,17:55,
15887,15,2,17:40,
15888,9,2,18:25,
15889,50,2,19:00,
15890,14,2,18:25,
15891,15,2,18:40,
15892,9,2,19:25,
15893,50,2,20:00,
15894,15,2,19:40,
15895,50,2,21:00,
15896,15,2,20:40,
15897,15,2,21:40,
15898,9,2,22:25,
15899,14,2,6:10,
15900,15,2,8:40,
15901,9,2,9:25,
15902,9,2,9:55,
15903,9,2,7:55,
15904,15,2,8:40,
15905,9,2,9:25,
15906,14,2,9:05,
15907,9,2,9:55,
15908,9,2,10:25,
15909,15,2,11:40,
15910,9,2,12:55,
15911,15,2,12:40,
15912,15,2,13:40,
15913,9,2,17:25,
15914,14,2,17:05,
15915,9,2,18:25,
15916,9,2,19:25,
15917,9,2,20:25,
15918,9,2,22:25,
15919,14,2,22:20,
15920,15,2,22:40,
15921,14,2,0:20,
15922,9,2,6:55,
15923,9,2,8:55,
15924,15,2,9:40,
15925,9,2,10:55,
15926,9,2,11:25,
15927,9,2,11:55,
15928,14,2,0:20,
15929,9,2,7:55,
15930,15,2,7:40,
15931,15,2,8:40,
15932,9,2,9:25,
15933,50,2,10:00,
15934,15,2,9:40,
15935,50,2,11:00,
15936,9,2,10:55,
15937,15,2,10:40,
15938,9,2,11:25,
15939,14,2,11:05,
15940,50,4,12:20,
15941,50,2,12:00,
15942,9,2,11:55,
15943,9,2,12:25,
15944,50,2,13:00,
15945,9,2,13:25,
15946,50,2,14:00,
15947,9,2,13:55,
15948,9,2,14:25,
15949,9,2,17:25,
15950,14,2,17:05,
15951,50,2,18:00,
15952,9,2,17:55,
15953,15,2,17:40,
15954,9,2,18:25,
15955,9,2,19:25,
15956,15,2,19:40,
15957,9,2,20:25,
15958,14,2,20:05,
15959,50,2,21:00,
15960,15,2,20:40,
15961,15,2,21:40,
15962,9,2,22:25,
15963,14,2,6:10,
15964,50,2,7:00,
15965,9,2,8:55,
15966,14,2,9:05,
15967,9,2,9:55,
15968,14,2,0:20,
15969,50,2,8:00,
15970,50,2,9:00,
15971,9,2,8:55,
15972,50,2,10:00,
15973,15,2,9:40,
15974,9,2,10:25,
15975,9,2,11:25,
15976,50,4,12:20,
15977,9,2,13:25,
15978,50,2,14:00,
15979,9,2,13:55,
15980,15,2,13:40,
15981,14,2,17:05,
15982,50,2,18:00,
15983,9,2,17:55,
15984,9,2,18:25,
15985,50,2,19:00,
15986,14,2,18:25,
15987,9,2,19:25,
15988,9,2,22:25,
15989,15,2,22:40,
15990,9,2,6:55,
15991,15,2,8:40,
15992,9,2,10:55,
15993,14,2,11:05,
15994,9,2,11:55,
15995,9,2,12:25,
15996,14,2,0:20,
15997,15,2,6:40,
15998,50,2,7:00,
15999,50,2,8:00,
16000,9,2,7:55,
16001,15,2,7:40,
16002,50,2,9:00,
16003,9,2,8:55,
16004,15,2,8:40,
16005,9,2,9:25,
16006,14,2,9:05,
16007,50,2,10:00,
16008,9,2,9:55,
16009,15,2,9:40,
16010,9,2,10:25,
16011,50,2,11:00,
16012,9,2,10:55,
16013,15,2,10:40,
16014,14,2,11:05,
16015,50,4,12:20,
16016,50,2,12:00,
16017,9,2,11:55,
16018,15,2,11:40,
16019,9,2,12:25,
16020,50,2,13:00,
16021,9,2,12:55,
16022,15,2,12:40,
16023,9,2,13:25,
16024,50,2,14:00,
16025,9,2,13:55,
16026,15,2,13:40,
16027,9,2,14:25,
16028,9,2,17:25,
16029,14,2,17:05,
16030,50,2,18:00,
16031,9,2,17:55,
16032,15,2,17:40,
16033,9,2,18:25,
16034,50,2,19:00,
16035,14,2,18:25,
16036,15,2,18:40,
16037,9,2,19:25,
16038,50,2,20:00,
16039,15,2,19:40,
16040,9,2,20:25,
16041,14,2,20:05,
16042,50,2,21:00,
