rowid,line,trayect,time,mod
4431,50,2,10:00,
4432,24,4,10:00,
4433,55,2,9:35,
4434,15,2,9:40,
4435,49,2,10:30,
4436,24,2,10:30,
4437,1,4,10:45,
4438,24,2,11:00,
4439,24,4,11:00,
4440,50,2,11:00,
4441,7,2,11:15,
4442,24,6,11:30,
4443,15,2,10:40,
4444,14,2,11:05,
4445,1,4,11:45,
4446,50,4,12:20,
4447,50,2,12:00,
4448,6,2,12:15,
4449,24,4,12:00,
4450,55,2,11:35,
4451,7,2,12:15,
4452,15,2,11:40,
4453,6,2,12:40,
4454,49,2,12:30,
4455,48,1,12:40,
4456,6,2,13:20,
4457,24,4,13:00,
4458,15,2,12:40,
4459,7,2,13:15,
4460,24,6,13:30,
4461,55,2,12:35,
4462,1,4,13:45,
4463,55,2,13:35,
4464,24,2,14:00,
4465,24,4,14:00,
4466,50,2,14:00,
4467,15,2,13:40,
4468,49,2,14:30,
4469,7,2,14:15,
4470,1,4,14:45,
4471,50,2,15:00,
4472,24,6,17:30,
4473,6,2,18:05,
4474,1,4,17:45,
4475,14,2,17:05,
4476,50,2,18:00,
4477,24,2,18:00,
4478,24,4,18:00,
4479,15,2,17:40,
4480,7,2,18:15,
4481,55,2,17:35,
4482,24,2,18:30,
4483,49,2,18:30,
4484,1,4,18:45,
4485,55,2,18:35,
4486,50,2,19:00,
4487,24,4,19:00,
4488,14,2,18:25,
4489,15,2,18:40,
4490,7,2,19:15,
4491,24,6,19:30,
4492,24,2,20:00,
4493,50,2,20:00,
4494,24,4,20:00,
4495,24,2,20:30,
4496,14,2,20:05,
4497,50,2,21:00,
4498,15,2,20:40,
4499,24,4,21:00,
4500,7,2,21:15,
4501,24,2,21:30,
4502,24,2,22:00,
4503,50,2,22:00,
4504,24,4,22:00,
4505,7,4,22:30,
4506,24,4,23:00,
4507,14,2,22:20,
4508,15,2,22:40,
4509,7,4,0:00,
4510,7,4,1:00,
4511,7,4,5:00,
4512,61,1,7:00,
4513,15,2,6:20,
4514,14,2,6:10,
4515,1,4,7:45,
4516,50,2,8:00,
4517,24,4,8:00,
4518,7,2,8:15,
4519,1,4,8:45,
4520,7,2,10:15,
4521,24,2,12:30,
4522,1,4,12:45,
4523,7,4,1:00,
4524,7,4,5:00,
4525,24,4,6:00,
4526,6,2,7:20,
4527,24,4,7:00,
4528,48,1,7:15,
4529,1,2,7:45,
4530,55,2,7:35,
4531,7,2,8:15,
4532,1,4,8:45,
4533,24,4,9:00,
4534,7,2,9:15,
4535,24,6,9:30,
4536,1,4,9:45,
4537,24,4,10:00,
4538,7,2,10:15,
4539,24,2,10:30,
4540,1,4,10:45,
4541,24,2,11:00,
4542,7,2,11:15,
4543,24,6,11:30,
4544,1,4,11:45,
4545,6,2,12:15,
4546,24,4,12:00,
4547,55,2,11:35,
4548,6,2,12:40,
4549,48,1,12:40,
4550,6,2,13:20,
4551,7,2,13:15,
4552,24,6,13:30,
4553,55,2,12:35,
4554,1,4,13:45,
4555,55,2,13:35,
4556,24,2,14:00,
4557,7,2,14:15,
4558,24,2,17:30,
4559,24,6,17:30,
4560,6,2,18:05,
4561,1,4,17:45,
4562,24,2,18:00,
4563,24,4,18:00,
4564,55,2,17:35,
4565,24,2,18:30,
4566,1,4,18:45,
4567,55,2,18:35,
4568,7,2,19:15,
4569,24,6,19:30,
4570,24,2,20:00,
4571,24,4,20:00,
4572,7,2,20:15,
4573,7,2,21:15,
4574,24,2,21:30,
4575,24,4,22:00,
4576,7,4,22:30,
4577,24,4,23:00,
4578,7,4,0:00,
4579,7,4,6:30,
4580,7,4,7:30,
4581,1,4,7:45,
4582,24,4,11:00,
4583,7,2,12:15,
4584,24,2,12:30,
4585,7,4,1:00,
4586,7,4,2:00,
4587,7,4,5:00,
4588,7,4,6:30,
4589,55,2,6:20,
4590,6,2,7:20,
4591,24,4,7:00,
4592,7,4,7:30,
4593,48,1,7:15,
4594,1,2,7:45,
4595,55,2,7:35,
4596,7,2,8:15,
4597,24,2,8:30,
4598,55,2,8:20,
4599,1,4,8:45,
4600,24,4,9:00,
4601,7,2,9:15,
4602,24,6,9:30,
4603,1,4,9:45,
4604,24,4,10:00,
4605,55,2,9:35,
4606,7,2,10:15,
4607,24,2,10:30,
4608,1,4,10:45,
4609,24,2,11:00,
4610,24,4,11:00,
4611,7,2,11:15,
4612,24,6,11:30,
4613,1,4,11:45,
4614,6,2,12:15,
4615,24,4,12:00,
4616,55,2,11:35,
4617,7,2,12:15,
4618,6,2,12:40,
4619,48,1,12:40,
4620,6,2,13:20,
4621,24,4,13:00,
4622,7,2,13:15,
4623,24,6,13:30,
4624,55,2,12:35,
4625,1,4,13:45,
4626,55,2,13:35,
4627,24,4,14:00,
4628,24,2,14:00,
4629,7,2,14:15,
4630,1,4,14:45,
4631,7,2,17:15,
4632,24,2,17:30,
4633,24,6,17:30,
4634,6,2,18:05,
4635,1,4,17:45,
4636,24,2,18:00,
4637,24,4,18:00,
4638,7,2,18:15,
4639,55,2,17:35,
4640,24,2,18:30,
4641,1,4,18:45,
4642,55,2,18:35,
4643,24,4,19:00,
4644,7,2,19:15,
4645,24,6,19:30,
4646,24,2,20:00,
4647,24,4,20:00,
4648,7,2,20:15,
4649,24,2,20:30,
4650,24,4,21:00,
4651,7,2,21:15,
4652,24,2,21:30,
4653,24,2,22:00,
4654,7,4,22:30,
4655,24,4,23:00,
4656,7,4,0:00,
4657,24,4,6:00,
4658,1,4,7:45,
4659,24,4,8:00,
4660,24,2,12:30,
4661,1,4,12:45,
4662,7,4,1:00,
4663,7,4,2:00,
4664,7,4,5:00,
4665,24,4,6:00,
4666,7,4,6:30,
4667,55,2,6:20,
4668,6,2,7:20,
4669,24,4,7:00,
4670,7,4,7:30,
4671,48,1,7:15,
4672,1,2,7:45,
4673,7,2,8:15,
4674,24,2,8:30,
4675,55,2,8:20,
4676,1,4,8:45,
4677,24,4,9:00,
4678,7,2,9:15,
4679,24,6,9:30,
4680,1,4,9:45,
4681,24,4,10:00,
4682,55,2,9:35,
4683,7,2,10:15,
4684,24,2,10:30,
4685,1,4,10:45,
4686,24,2,11:00,
4687,24,4,11:00,
4688,7,2,11:15,
4689,24,6,11:30,
4690,1,4,11:45,
4691,6,2,12:15,
4692,24,4,12:00,
4693,55,2,11:35,
4694,6,2,12:40,
4695,7,2,12:15,
4696,48,1,12:40,
4697,6,2,13:20,
4698,24,4,13:00,
4699,7,2,13:15,
4700,24,6,13:30,
4701,55,2,12:35,
4702,1,4,13:45,
4703,55,2,13:35,
4704,24,4,14:00,
4705,24,2,14:00,
4706,7,2,14:15,
4707,7,2,17:15,
4708,24,2,17:30,
4709,24,6,17:30,
4710,6,2,18:05,
4711,1,4,17:45,
4712,24,2,18:00,
4713,24,4,18:00,
4714,7,2,18:15,
4715,55,2,17:35,
4716,24,2,18:30,
4717,1,4,18:45,
4718,24,4,19:00,
4719,7,2,19:15,
4720,24,6,19:30,
4721,24,2,20:00,
4722,24,4,20:00,
4723,7,2,20:15,
4724,7,2,21:15,
4725,24,2,21:30,
4726,24,2,22:00,
4727,24,4,22:00,
4728,7,4,22:30,
4729,7,4,0:00,
4730,1,4,7:45,
4731,24,4,8:00,
4732,55,2,7:35,
4733,24,2,12:30,
4734,1,4,12:45,
4735,7,4,2:00,
4736,7,4,5:00,
4737,24,4,6:00,
4738,6,2,7:20,
4739,7,4,7:30,
4740,48,1,7:15,
4741,1,2,7:45,
4742,55,2,7:35,
4743,7,2,8:15,
4744,1,4,8:45,
4745,24,4,9:00,
4746,7,2,9:15,
4747,24,4,10:00,
4748,7,2,10:15,
4749,1,4,10:45,
4750,24,2,11:00,
4751,24,4,11:00,
4752,7,2,11:15,
4753,24,6,11:30,
4754,6,2,12:15,
4755,55,2,11:35,
4756,6,2,12:40,
4757,48,1,12:40,
4758,6,2,13:20,
4759,7,2,13:15,
4760,55,2,12:35,
4761,1,4,13:45,
4762,55,2,13:35,
4763,24,4,14:00,
4764,24,2,14:00,
4765,7,2,14:15,
4766,1,4,14:45,
4767,7,2,17:15,
4768,24,2,17:30,
4769,24,6,17:30,
4770,6,2,18:05,
4771,1,4,17:45,
4772,24,2,18:00,
4773,24,4,18:00,
4774,7,2,18:15,
4775,55,2,17:35,
4776,24,2,18:30,
4777,1,4,18:45,
4778,55,2,18:35,
4779,7,2,19:15,
4780,24,6,19:30,
4781,24,2,20:00,
4782,24,4,20:00,
4783,24,2,20:30,
4784,24,4,21:00,
4785,7,2,21:15,
4786,24,2,21:30,
4787,24,2,22:00,
4788,24,4,22:00,
4789,7,4,22:30,
4790,24,4,23:00,
4791,7,4,0:00,
4792,55,2,6:20,
4793,24,4,7:00,
4794,1,4,7:45,
4795,24,4,8:00,
4796,24,2,8:30,
4797,55,2,8:20,
4798,24,6,9:30,
4799,1,4,9:45,
4800,55,2,9:35,
4801,24,2,10:30,
4802,1,4,11:45,
4803,24,4,12:00,
4804,7,2,12:15,
4805,1,4,12:45,
4806,7,4,1:00,
4807,7,4,5:00,
4808,24,4,6:00,
4809,24,4,7:00,
4810,7,2,8:15,
4811,24,2,8:30,
4812,55,2,8:20,
4813,1,4,8:45,
4814,7,2,9:15,
4815,24,6,9:30,
4816,1,4,9:45,
4817,55,2,9:35,
4818,7,2,10:15,
4819,24,2,10:30,
4820,1,4,10:45,
4821,24,2,11:00,
4822,24,4,11:00,
4823,7,2,11:15,
4824,24,6,11:30,
4825,1,4,11:45,
4826,24,4,12:00,
4827,55,2,11:35,
4828,7,2,12:15,
4829,48,1,12:40,
4830,6,2,13:20,
4831,24,4,13:00,
4832,7,2,13:15,
4833,24,6,13:30,
4834,1,4,13:45,
4835,55,2,13:35,
4836,24,4,14:00,
4837,24,2,14:00,
4838,7,2,14:15,
4839,1,4,14:45,
4840,7,2,17:15,
4841,24,2,17:30,
4842,6,2,18:05,
4843,1,4,17:45,
4844,24,2,18:00,
4845,24,4,18:00,
4846,7,2,18:15,
4847,24,2,18:30,
4848,1,4,18:45,
4849,24,4,19:00,
4850,7,2,19:15,
4851,24,6,19:30,
4852,7,2,20:15,
4853,24,2,20:30,
4854,24,4,21:00,
4855,24,2,21:30,
4856,24,2,22:00,
4857,7,4,22:30,
4858,7,4,6:30,
4859,48,1,7:15,
4860,7,4,7:30,
4861,24,4,8:00,
4862,55,2,7:35,
4863,24,4,9:00,
4864,24,4,10:00,
4865,6,2,12:15,
4866,6,2,12:40,
4867,24,2,12:30,
4868,1,4,12:45,
4869,7,4,1:00,
4870,7,4,2:00,
4871,7,4,5:00,
4872,24,4,6:00,
4873,7,4,6:30,
4874,55,2,6:20,
4875,6,2,7:20,
4876,7,4,7:30,
4877,48,1,7:15,
4878,1,2,7:45,
4879,55,2,7:35,
4880,7,2,8:15,
4881,24,2,8:30,
4882,1,4,8:45,
4883,24,4,9:00,
4884,7,2,9:15,
4885,24,6,9:30,
4886,1,4,9:45,
4887,24,4,10:00,
4888,55,2,9:35,
4889,7,2,10:15,
4890,24,2,10:30,
4891,1,4,10:45,
4892,24,2,11:00,
4893,24,4,11:00,
4894,24,6,11:30,
4895,1,4,11:45,
4896,6,2,12:15,
4897,24,4,12:00,
4898,55,2,11:35,
4899,6,2,12:40,
4900,7,2,12:15,
4901,48,1,12:40,
4902,6,2,13:20,
4903,24,4,13:00,
4904,7,2,13:15,
4905,24,6,13:30,
4906,55,2,12:35,
4907,1,4,13:45,
4908,55,2,13:35,
4909,24,4,14:00,
4910,24,2,14:00,
4911,7,2,14:15,
4912,1,4,14:45,
4913,7,2,17:15,
4914,24,2,17:30,
4915,24,6,17:30,
4916,6,2,18:05,
4917,1,4,17:45,
4918,24,2,18:00,
4919,24,4,18:00,
4920,7,2,18:15,
4921,55,2,17:35,
4922,1,4,18:45,
4923,24,2,18:30,
4924,55,2,18:35,
4925,24,4,19:00,
4926,7,2,19:15,
4927,24,6,19:30,
4928,24,2,20:00,
4929,24,4,20:00,
4930,7,2,20:15,
4931,24,2,20:30,
4932,24,4,21:00,
4933,7,2,21:15,
4934,24,2,21:30,
4935,24,2,22:00,
4936,24,4,22:00,
4937,7,4,22:30,
4938,24,4,23:00,
4939,7,4,0:00,
4940,24,4,7:00,
4941,1,4,7:45,
4942,24,4,8:00,
4943,55,2,8:20,
4944,7,2,11:15,
4945,1,4,12:45,
4946,7,4,1:00,
4947,7,4,2:00,
4948,7,4,5:00,
4949,24,4,6:00,
4950,7,4,6:30,
4951,12,6,7:00,
4952,6,2,7:20,
4953,15,2,6:40,
4954,24,4,7:00,
4955,7,4,7:30,
4956,48,1,7:15,
4957,1,2,7:45,
4958,55,2,7:35,
4959,7,2,8:15,
4960,15,2,7:40,
4961,24,2,8:30,
4962,1,4,8:45,
4963,12,2,8:40,
4964,24,4,9:00,
4965,7,2,9:15,
4966,15,2,8:40,
4967,24,6,9:30,
4968,1,4,9:45,
4969,14,2,9:05,
4970,24,4,10:00,
4971,7,2,10:15,
4972,24,2,10:30,
4973,1,4,10:45,
4974,49,2,10:30,
4975,24,2,11:00,
4976,24,4,11:00,
4977,9,2,10:55,
4978,7,2,11:15,
4979,24,6,11:30,
4980,9,2,11:25,
4981,1,4,11:45,
4982,6,2,12:15,
4983,24,4,12:00,
4984,55,2,11:35,
4985,12,2,12:10,
4986,6,2,12:40,
4987,7,2,12:15,
4988,15,2,11:40,
4989,48,1,12:40,
4990,49,2,12:30,
4991,12,2,12:40,
4992,6,2,13:20,
4993,24,4,13:00,
4994,15,2,12:40,
4995,7,2,13:15,
4996,12,2,13:40,
4997,24,6,13:30,
4998,1,4,13:45,
4999,24,4,14:00,
5000,24,2,14:00,
5001,9,2,13:55,
5002,7,2,14:15,
5003,1,4,14:45,
5004,9,2,14:25,
5005,12,4,17:05,
5006,24,2,17:30,
5007,7,2,17:15,
5008,24,6,17:30,
5009,6,2,18:05,
5010,1,4,17:45,
5011,12,2,17:40,
5012,24,2,18:00,
5013,24,4,18:00,
5014,9,2,17:55,
5015,7,2,18:15,
5016,12,6,18:28,
5017,1,4,18:45,
5018,24,2,18:30,
5019,12,2,18:40,
5020,55,2,18:35,
5021,24,4,19:00,
5022,15,2,18:40,
5023,7,2,19:15,
5024,12,2,19:10,
5025,24,6,19:30,
5026,24,2,20:00,
5027,24,4,20:00,
5028,15,2,19:40,
5029,12,2,20:10,
5030,24,2,20:30,
5031,7,2,20:15,
5032,24,4,21:00,
5033,7,2,21:15,
5034,24,2,21:30,
5035,24,2,22:00,
5036,24,4,22:00,
5037,15,2,21:40,
5038,12,2,22:10,
5039,7,4,22:30,
5040,24,4,23:00,
5041,14,2,22:20,
5042,7,4,0:00,
5043,55,2,6:20,
5044,14,2,6:10,
5045,1,4,7:45,
5046,12,2,7:40,
5047,24,4,8:00,
5048,12,2,9:10,
5049,55,2,9:35,
5050,12,2,9:40,
5051,9,2,9:55,
5052,15,2,9:40,
5053,9,2,10:25,
5054,14,2,11:05,
5055,12,2,11:40,
5056,9,2,11:55,
5057,24,2,12:30,
5058,1,4,12:45,
5059,7,4,1:00,
5060,7,4,2:00,
5061,49,1,6:30,
5062,24,4,6:00,
5063,7,4,6:30,
5064,48,1,7:15,
5065,6,2,7:20,
5066,7,4,7:30,
5067,1,2,7:45,
5068,7,2,8:15,
5069,1,4,8:45,
5070,24,4,9:00,
5071,7,2,9:15,
5072,1,4,9:45,
5073,24,4,10:00,
5074,7,2,10:15,
5075,24,2,10:30,
5076,1,4,10:45,
5077,24,2,11:00,
5078,24,4,11:00,
5079,7,2,11:15,
5080,24,6,11:30,
5081,6,2,12:15,
5082,24,4,12:00,
5083,6,2,12:40,
5084,1,4,12:45,
5085,48,1,12:40,
5086,6,2,13:20,
5087,49,1,13:30,
5088,24,4,13:00,
5089,7,2,13:15,
5090,24,6,13:30,
5091,24,2,14:00,
5092,24,4,14:00,
5093,7,2,14:15,
5094,1,4,14:45,
5095,24,2,17:30,
5096,7,2,17:15,
5097,24,6,17:30,
5098,6,2,18:05,
5099,1,4,17:45,
5100,24,2,18:00,
5101,24,4,18:00,
5102,7,2,18:15,
5103,1,4,18:45,
5104,24,2,18:30,
5105,7,2,19:15,
5106,24,6,19:30,
5107,24,2,20:00,
5108,24,4,20:00,
5109,24,2,20:30,
5110,24,4,21:00,
5111,7,2,21:15,
5112,24,2,22:00,
5113,7,4,22:30,
5114,24,4,7:00,
5115,49,1,7:30,
5116,1,4,7:45,
5117,24,4,8:00,
5118,24,2,8:30,
5119,24,6,9:30,
5120,49,1,11:30,
5121,1,4,11:45,
5122,7,2,12:15,
5123,24,2,12:30,
5124,7,4,1:00,
5125,7,4,5:00,
5126,24,4,6:00,
5127,7,4,6:30,
5128,24,4,7:00,
5129,7,4,7:30,
5130,48,1,7:15,
5131,1,2,7:45,
5132,7,2,8:15,
5133,24,2,8:30,
5134,1,4,8:45,
5135,24,4,10:00,
5136,7,2,10:15,
5137,24,2,11:00,
5138,24,4,11:00,
5139,7,2,11:15,
5140,24,6,11:30,
5141,1,4,11:45,
5142,24,4,12:00,
5143,7,2,12:15,
5144,6,2,12:40,
5145,1,4,12:45,
5146,48,1,12:40,
5147,6,2,13:20,
5148,24,4,13:00,
5149,24,6,13:30,
5150,24,4,14:00,
5151,24,2,14:00,
5152,7,2,14:15,
5153,1,4,14:45,
5154,7,2,17:15,
5155,24,2,17:30,
5156,6,2,18:05,
5157,1,4,17:45,
5158,24,2,18:00,
5159,24,4,18:00,
5160,7,2,18:15,
5161,24,2,18:30,
5162,7,2,19:15,
5163,24,6,19:30,
5164,24,2,20:00,
5165,24,4,20:00,
5166,24,2,20:30,
5167,24,4,21:00,
5168,7,2,21:15,
5169,24,2,21:30,
5170,24,2,22:00,
5171,24,4,22:00,
5172,7,4,22:30,
5173,7,4,0:00,
5174,7,4,2:00,
5175,6,2,7:20,
5176,1,4,7:45,
5177,24,4,8:00,
5178,24,4,9:00,
5179,7,2,9:15,
5180,24,2,10:30,
5181,6,2,12:15,
5182,24,2,12:30,
5183,7,4,1:00,
5184,7,4,5:00,
5185,24,4,6:00,
5186,7,4,6:30,
5187,24,4,7:00,
5188,7,4,7:30,
5189,48,1,7:15,
5190,7,2,8:15,
5191,24,2,8:30,
5192,7,2,9:15,
5193,7,2,10:15,
5194,24,2,10:30,
5195,24,6,11:30,
5196,6,2,12:15,
5197,24,4,12:00,
5198,1,4,12:45,
5199,48,1,12:40,
5200,6,2,13:20,
5201,7,2,13:15,
5202,24,6,13:30,
5203,24,4,14:00,
5204,24,2,14:00,
5205,7,2,14:15,
5206,1,4,14:45,
5207,7,2,17:15,
5208,24,2,17:30,
5209,24,6,17:30,
5210,6,2,18:05,
5211,1,4,17:45,
5212,24,2,18:00,
5213,24,4,18:00,
5214,7,2,18:15,
5215,24,2,18:30,
5216,24,4,19:00,
5217,7,2,19:15,
5218,24,6,19:30,
5219,24,2,20:30,
5220,7,2,21:15,
5221,24,4,21:00,
5222,24,2,22:00,
5223,24,4,22:00,
5224,7,4,0:00,
5225,1,4,7:45,
5226,24,4,8:00,
5227,24,4,9:00,
5228,24,6,9:30,
5229,1,4,10:45,
5230,24,2,11:00,
5231,1,4,11:45,
5232,6,2,12:40,
5233,7,4,1:00,
5234,7,4,2:00,
5235,7,4,5:00,
5236,24,4,6:00,
5237,7,4,6:30,
5238,6,2,7:20,
5239,24,4,7:00,
5240,1,2,7:45,
5241,24,2,8:30,
5242,1,4,8:45,
5243,24,4,9:00,
5244,7,2,9:15,
5245,24,6,9:30,
5246,1,4,9:45,
5247,24,4,10:00,
5248,7,2,10:15,
5249,24,2,10:30,
5250,24,2,11:00,
5251,24,4,11:00,
5252,7,2,11:15,
5253,24,6,11:30,
5254,1,4,11:45,
5255,6,2,12:15,
5256,24,4,12:00,
5257,7,2,12:15,
5258,6,2,12:40,
5259,1,4,12:45,
5260,48,1,12:40,
5261,6,2,13:20,
5262,24,4,13:00,
5263,7,2,13:15,
5264,24,6,13:30,
5265,24,4,14:00,
5266,24,2,14:00,
5267,7,2,14:15,
5268,24,2,14:30,
5269,7,2,17:15,
5270,24,2,17:30,
5271,24,6,17:30,
5272,6,2,18:05,
5273,1,4,17:45,
5274,24,2,18:00,
5275,24,4,18:00,
5276,7,2,18:15,
5277,24,2,18:30,
5278,24,4,19:00,
5279,7,2,19:15,
5280,24,6,19:30,
5281,24,4,20:00,
5282,24,2,20:00,
5283,24,2,20:30,
5284,7,2,20:15,
5285,7,2,21:15,
5286,24,4,21:00,
5287,24,2,21:30,
5288,24,2,22:00,
5289,24,4,22:00,
5290,7,4,22:30,
5291,24,4,23:00,
5292,7,4,0:00,
5293,7,4,7:30,
5294,1,4,7:45,
5295,24,4,8:00,
5296,7,2,8:15,
5297,1,4,10:45,
5298,24,4,15:00,
5299,24,2,12:30,
5300,7,4,1:00,
5301,7,4,2:00,
5302,7,4,5:00,
5303,24,4,6:00,
5304,7,4,6:30,
5305,6,2,7:20,
5306,24,4,7:00,
5307,7,4,7:30,
5308,1,2,7:45,
5309,7,2,8:15,
5310,24,2,8:30,
5311,24,4,9:00,
5312,7,2,9:15,
5313,24,6,9:30,
5314,1,4,9:45,
5315,24,4,10:00,
5316,7,2,10:15,
5317,24,2,10:30,
5318,24,2,11:00,
5319,24,4,11:00,
5320,7,2,11:15,
5321,24,6,11:30,
5322,1,4,11:45,
5323,6,2,12:15,
5324,24,4,12:00,
5325,7,2,12:15,
5326,6,2,12:40,
5327,1,4,12:45,
5328,6,2,13:20,
5329,24,4,13:00,
5330,7,2,13:15,
5331,24,6,13:30,
5332,24,2,14:00,
5333,24,4,14:00,
5334,7,2,14:15,
5335,1,4,14:45,
5336,24,2,14:30,
5337,24,2,17:30,
5338,7,2,17:15,
5339,24,6,17:30,
5340,6,2,18:05,
5341,1,4,17:45,
5342,24,2,18:00,
5343,24,4,18:00,
5344,7,2,18:15,
5345,24,2,18:30,
5346,24,4,19:00,
5347,7,2,19:15,
5348,24,6,19:30,
5349,24,4,20:00,
5350,24,2,20:00,
5351,7,2,20:15,
5352,7,2,21:15,
5353,24,4,21:00,
5354,24,2,21:30,
5355,7,4,22:30,
5356,24,4,23:00,
5357,7,4,0:00,
5358,1,4,7:45,
5359,24,4,8:00,
5360,1,4,8:45,
5361,1,4,10:45,
5362,24,2,12:30,
5363,7,4,1:00,
5364,7,4,2:00,
5365,7,4,6:30,
5366,6,2,7:20,
5367,7,4,7:30,
5368,1,2,7:45,
5369,7,2,8:15,
5370,24,2,8:30,
5371,1,4,8:45,
5372,7,2,9:15,
5373,1,4,9:45,
5374,7,2,10:15,
5375,24,2,10:30,
5376,24,2,11:00,
5377,24,4,11:00,
5378,7,2,11:15,
5379,24,6,11:30,
5380,1,4,11:45,
5381,6,2,12:15,
5382,24,4,12:00,
5383,7,2,12:15,
5384,6,2,12:40,
5385,1,4,12:45,
5386,6,2,13:20,
5387,24,4,13:00,
5388,7,2,13:15,
5389,24,6,13:30,
5390,24,2,14:00,
5391,24,4,14:00,
5392,7,2,14:15,
5393,1,4,14:45,
5394,24,2,14:30,
5395,7,2,17:15,
5396,24,2,17:30,
5397,24,6,17:30,
5398,6,2,18:05,
5399,1,4,17:45,
5400,24,2,18:00,
5401,24,4,18:00,
5402,7,2,18:15,
5403,7,2,19:15,
5404,24,2,20:00,
5405,24,4,20:00,
5406,24,2,20:30,
5407,7,2,20:15,
5408,7,2,21:15,
5409,24,4,21:00,
5410,24,2,21:30,
5411,24,2,22:00,
5412,24,4,22:00,
5413,7,4,22:30,
5414,24,4,23:00,
5415,7,4,0:00,
5416,7,4,5:00,
5417,24,4,6:00,
5418,24,4,7:00,
5419,1,4,7:45,
5420,24,4,8:00,
5421,24,6,9:30,
5422,24,4,10:00,
5423,24,2,12:30,
5424,7,4,1:00,
5425,24,4,6:00,
5426,7,4,6:30,
5427,6,2,7:20,
5428,7,4,7:30,
5429,1,2,7:45,
5430,7,2,8:15,
5431,24,4,9:00,
5432,24,6,9:30,
5433,1,4,9:45,
5434,24,4,10:00,
5435,24,2,10:30,
5436,24,4,11:00,
5437,7,2,11:15,
5438,1,4,11:45,
5439,6,2,12:15,
5440,24,4,12:00,
5441,7,2,12:15,
5442,6,2,12:40,
5443,1,4,12:45,
5444,6,2,13:20,
5445,24,4,13:00,
5446,7,2,13:15,
5447,24,6,13:30,
5448,24,2,14:00,
5449,24,4,14:00,
5450,7,2,14:15,
5451,24,2,14:30,
5452,24,2,17:30,
5453,7,2,17:15,
5454,24,6,17:30,
5455,6,2,18:05,
5456,1,4,17:45,
5457,24,2,18:00,
5458,24,4,18:00,
5459,7,2,18:15,
5460,24,2,18:30,
5461,7,2,19:15,
5462,24,6,19:30,
5463,24,4,20:00,
5464,7,2,20:15,
5465,7,2,21:15,
5466,24,4,21:00,
5467,24,2,21:30,
5468,24,2,22:00,
5469,24,4,22:00,
5470,7,4,22:30,
5471,24,4,23:00,
5472,7,4,0:00,
5473,7,4,5:00,
5474,24,4,7:00,
5475,1,4,8:45,
5476,7,2,9:15,
5477,7,2,10:15,
5478,1,4,10:45,
5479,24,6,11:30,
5480,24,2,12:30,
5481,7,4,1:00,
5482,7,4,2:00,
5483,24,4,6:00,
5484,24,4,7:00,
5485,7,4,7:30,
5486,1,2,7:45,
5487,7,2,8:15,
5488,24,2,8:30,
5489,1,4,8:45,
5490,24,4,9:00,
5491,7,2,9:15,
5492,24,6,9:30,
5493,24,4,10:00,
5494,24,2,11:00,
5495,24,4,11:00,
5496,7,2,11:15,
5497,1,4,11:45,
5498,6,2,12:15,
5499,7,2,12:15,
5500,6,2,12:40,
5501,6,2,13:20,
5502,24,4,13:00,
5503,24,6,13:30,
5504,24,4,14:00,
5505,1,4,14:45,
5506,24,2,14:30,
5507,7,2,17:15,
5508,24,2,17:30,
5509,24,6,17:30,
5510,6,2,18:05,
5511,1,4,17:45,
5512,7,2,18:15,
5513,24,4,19:00,
5514,7,2,19:15,
5515,24,6,19:30,
5516,24,2,20:00,
5517,24,2,20:30,
5518,7,2,21:15,
5519,24,4,21:00,
5520,24,2,21:30,
5521,24,4,22:00,
5522,7,4,22:30,
5523,7,4,0:00,
5524,7,4,6:30,
5525,6,2,7:20,
5526,24,4,8:00,
5527,7,2,10:15,
5528,24,2,10:30,
5529,1,4,10:45,
5530,24,6,11:30,
5531,24,4,12:00,
5532,7,4,6:30,
5533,6,2,7:20,
5534,1,2,7:45,
5535,24,2,8:30,
5536,1,4,8:45,
5537,1,4,9:45,
5538,7,2,10:15,
5539,7,2,11:15,
5540,1,4,11:45,
5541,6,2,12:15,
5542,7,2,12:15,
5543,24,6,13:30,
5544,24,2,14:00,
5545,1,4,14:45,
5546,7,2,17:15,
5547,6,2,18:05,
5548,24,4,18:00,
5549,7,2,19:15,
5550,24,2,20:00,
5551,24,4,20:00,
5552,7,2,20:15,
5553,7,2,21:15,
5554,24,2,22:00,
5555,7,4,1:00,
5556,7,4,5:00,
5557,7,4,7:30,
5558,24,4,8:00,
5559,24,6,11:30,
5560,24,4,12:00,
5561,7,4,1:00,
5562,7,4,2:00,
5563,7,4,5:00,
5564,24,4,6:00,
5565,7,4,6:30,
5566,6,2,7:20,
5567,24,4,7:00,
5568,7,4,7:30,
5569,1,2,7:45,
5570,7,2,8:15,
5571,24,2,8:30,
5572,1,4,8:45,
5573,24,4,9:00,
5574,7,2,9:15,
5575,24,6,9:30,
5576,1,4,9:45,
5577,24,4,10:00,
5578,7,2,10:15,
5579,24,2,10:30,
5580,24,2,11:00,
5581,24,4,11:00,
5582,7,2,11:15,
5583,24,6,11:30,
5584,6,2,12:15,
5585,7,2,12:15,
5586,6,2,12:40,
5587,1,4,12:45,
5588,6,2,13:20,
5589,24,4,13:00,
5590,7,2,13:15,
5591,24,6,13:30,
5592,24,4,14:00,
5593,7,2,14:15,
5594,1,4,14:45,
5595,24,2,14:30,
